best,mean,corr_mean,exp_no,t
54347.45846399343,49566.75672425412,49735.341493299806,1,1
50432.63865999649,49364.379800255076,49462.29780019653,1,2
49193.92462944497,49185.800377455336,49291.679919410555,1,3
48525.083864740394,48887.28287619675,48776.567351803744,1,4
47896.07758551161,48454.14053396173,48540.69804583501,1,5
47641.01569732349,48044.98366220425,48166.931694113795,1,6
47144.96339685267,47841.69255995683,47287.13872424788,1,7
46237.12104171084,47532.445117207455,47070.93033554792,1,8
44855.46072717691,46737.8742683467,46179.657432388594,1,9
43681.431787590045,45219.8091442922,45621.2512394024,1,10
42886.51630090468,44346.934708219196,45381.8316614426,1,11
39779.979641896294,43622.35800001383,44116.91224794422,1,12
36795.7107396938,40555.36382629219,39582.96560995628,1,13
33978.366332834805,38843.71648259537,36460.56708909861,1,14
30778.931022177552,33927.32426989201,33332.39836475814,1,15
25149.441893473362,31149.937305139716,27240.122061959984,1,16
20765.242108096238,25403.206313926243,23454.97960498276,1,17
15979.355073871535,18848.148154929862,20524.200250618713,1,18
7292.499246620136,12308.323693453904,13963.841971849999,1,19
2941.8063145173423,8282.823204668832,2104.306005102355,1,20
2314.911412485272,5675.218182534359,6337.952963900912,1,21
2314.911412485272,4177.040077219526,4204.645552644947,1,22
2314.911412485272,6125.815547851154,10553.80921298595,1,23
1044.3649027628119,2483.989468320236,2479.3091549261876,1,24
1027.4099582144504,2675.891872523458,6674.2571875426265,1,25
961.1914137875407,1206.958639022008,1475.2751813650732,1,26
390.8235607799852,352.8262226316922,300.43263093257093,1,27
390.8235607799852,285.2535608441064,1150.687862684836,1,28
390.8235607799852,562.8388299179538,469.72185724909644,1,29
390.8235607799852,891.2424079659314,853.2941259923458,1,30
338.2529120123072,636.6538930594228,464.1585792219609,1,31
219.23598004717334,168.308274751186,481.3738883739382,1,32
138.34785682395233,287.21360878765296,118.95671902785924,1,33
131.98441734737037,50.2884127159181,185.1103216236501,1,34
131.98441734737037,109.83100405429128,279.0483121384673,1,35
69.85318390968743,267.45535183542876,424.0066527545468,1,36
69.85318390968743,136.7478709483949,474.13860112464783,1,37
69.85318390968743,69.5107631841853,154.9218219774991,1,38
69.85318390968743,82.22720206156738,51.75308022964865,1,39
51.46693193998481,80.25807507432852,30.198776476426406,1,40
33.36541328239375,59.19094501973984,55.4048041954262,1,41
28.015649971767772,52.20728473775206,50.36663337533574,1,42
14.645772628683359,24.09404185082861,19.494802130255188,1,43
7.23481966649644,14.863282247623635,36.86981847196372,1,44
4.073783294426586,10.289452442821243,7.95012523188775,1,45
1.2031228877115487,5.378229945648008,6.156374617320569,1,46
1.2031228877115487,6.551601330264189,7.109686049139069,1,47
1.2031228877115487,10.798215980097712,14.804704388290249,1,48
1.2031228877115487,2.755961426138986,6.091215754578842,1,49
1.2031228877115487,4.82595652652944,6.010145163746345,1,50
1.2031228877115487,4.547830583192434,16.728182095180333,1,51
0.9109230788889437,0.8579662518912412,1.7407557801674396,1,52
0.805764826527968,0.8713466137258195,0.9161173116800642,1,53
0.805764826527968,0.3185751747537632,0.11171308134160088,1,54
0.22935403816571337,0.23907811851594424,0.5824610849146997,1,55
0.22935403816571337,0.3210839367865286,0.6007699642395233,1,56
0.22935403816571337,0.6160239524952394,0.35904679096775566,1,57
0.19647526562458295,0.1586947258075867,0.6738133594832875,1,58
0.19647526562458295,0.11438754398386645,0.09087317213951114,1,59
0.19647526562458295,0.44299451889239155,0.9641798470785183,1,60
0.14865388408456398,0.2723044328857952,0.21688811726633092,1,61
0.14865388408456398,0.20091057646012472,0.4333742757105033,1,62
0.14865388408456398,0.13543851749854496,0.3837333473851036,1,63
0.14865388408456398,0.29916076751093407,0.3109586481745164,1,64
0.14865388408456398,0.2457661008366113,0.18160368207308267,1,65
0.06749288928786776,0.06202178806336021,0.07204820999566891,1,66
0.06749288928786776,0.12977535528725959,0.2913014493885699,1,67
0.05155426711689702,0.062136757779249575,0.21316847252245583,1,68
0.03186800934087151,0.052858597893893376,0.1265267482586482,1,69
0.03186800934087151,0.06454688528897637,0.190287085919394,1,70
0.014531612838951479,0.04104878479805882,0.04504616607132688,1,71
0.011282959973102991,0.007474565404318465,0.015793618816030062,1,72
0.011282959973102991,0.015127608464596971,0.046313061142053594,1,73
0.011282959973102991,0.029349661399619746,0.03370093369166036,1,74
