best,mean,corr_mean,exp_no,t
3.0859969300957805e-15,3.4582771609003284e-14,9.960681688024436e-15,1,111
2.350986988638131e-15,2.9596987869021682e-15,2.6538193267735592e-15,1,112
2.247897743406811e-15,6.8152767051910436e-15,3.594138869161993e-15,1,113
7.819401689284664e-16,7.2430320032325e-15,5.837842416006137e-15,1,114
7.819401689284664e-16,1.5123447727806577e-15,4.42570155606641e-15,1,115
7.819401689284664e-16,2.407554573210005e-15,1.061438296008277e-15,1,116
7.819401689284664e-16,1.7591699273650284e-15,3.1798408394128065e-15,1,117
3.0256268706611106e-16,3.114516961175195e-16,9.792937067429428e-18,1,118
3.287011495097004e-17,1.7019523091526769e-16,4.2603230210388663e-16,1,119
3.287011495097004e-17,8.108967936083249e-17,5.463325368298111e-16,1,120
3.287011495097004e-17,6.05914680376303e-17,3.0285997680627455e-16,1,121
3.287011495097004e-17,6.243884959900273e-16,4.905306150596455e-16,1,122
3.287011495097004e-17,2.753789734733758e-16,3.927173217151861e-16,1,123
3.287011495097004e-17,4.628617898399463e-17,6.811873985286373e-17,1,124
3.287011495097004e-17,7.979632597893384e-17,1.5072142247448693e-17,1,125
1.4336411542461674e-17,4.27256204405827e-17,4.7595391351222475e-17,1,126
4.9791317279369435e-18,3.2691684470513916e-17,6.090149295313784e-17,1,127
2.765551431660393e-20,1.2563382654753326e-17,2.1336527222377657e-18,1,128
2.765551431660393e-20,7.573895930367332e-18,1.8348984615598407e-17,1,129
2.765551431660393e-20,3.1508802053644018e-18,1.5829501799433436e-17,1,130
2.765551431660393e-20,2.138165451160582e-18,2.1581712794156663e-18,1,131
2.765551431660393e-20,1.1492875844156244e-18,7.3239671767636865e-19,1,132
2.765551431660393e-20,1.2786974798594266e-18,1.766601857795904e-18,1,133
2.765551431660393e-20,1.4957440302677299e-18,1.945894945903103e-18,1,134
2.765551431660393e-20,1.894562636167307e-19,9.530214569930398e-20,1,135
2.765551431660393e-20,8.838842401486231e-19,2.8071124361802953e-18,1,136
2.765551431660393e-20,2.579795319206364e-19,2.7095328051003006e-19,1,137
2.765551431660393e-20,9.406812011572543e-20,3.241798537122962e-19,1,138
8.201166616648881e-21,4.6776665619675153e-20,2.1099731207054433e-20,1,139
1.547955659101307e-22,5.531098741874082e-20,2.330569901169798e-19,1,140
1.547955659101307e-22,5.605291897442793e-20,2.34146198911451e-19,1,141
1.547955659101307e-22,6.361020243911559e-20,1.6907888009075354e-20,1,142
1.547955659101307e-22,8.039385547922447e-21,4.965164111095794e-20,1,143
1.547955659101307e-22,5.253414759022034e-21,2.749104070878991e-20,1,144
1.547955659101307e-22,1.3385326279187247e-21,1.0712127888095874e-21,1,145
1.7466442045032195e-23,8.297379703558574e-22,1.362477597456612e-21,1,146
1.7466442045032195e-23,6.013148144619456e-22,2.267862039606489e-21,1,147
1.7466442045032195e-23,1.4947066136138263e-21,5.750373862479161e-21,1,148
1.7466442045032195e-23,1.0539801658482845e-21,1.1392566439053967e-21,1,149
1.7466442045032195e-23,8.985875982242895e-22,1.3764052982192548e-21,1,150
1.7466442045032195e-23,1.5017382988224221e-21,1.8087074110276182e-21,1,151
1.7466442045032195e-23,1.2982539768599617e-21,1.7170858177395365e-21,1,152
1.7466442045032195e-23,9.001294052187448e-22,8.35551726687248e-22,1,153
1.7466442045032195e-23,8.376306791896636e-22,1.268050904919681e-21,1,154
1.7466442045032195e-23,3.0798034143199543e-22,3.2946656712588565e-22,1,155
1.7466442045032195e-23,9.98005194060361e-23,1.8591268634364888e-22,1,156
1.7466442045032195e-23,2.4039669464938453e-23,1.0443670903635147e-22,1,157
1.7466442045032195e-23,6.074035778964796e-24,4.280463109002167e-22,1,158
1.7466442045032195e-23,7.124325453071073e-23,1.2512239947281996e-22,1,159
6.721949779304375e-24,5.0939938866951516e-24,4.6001973654787145e-23,1,160
6.721949779304375e-24,1.3556424132687215e-22,7.910841749137027e-24,1,161
2.234781111298505e-24,4.213834455847477e-23,9.275319638860668e-23,1,162
2.234781111298505e-24,1.5645376606397796e-23,7.408109170418444e-24,1,163
2.234781111298505e-24,1.2477150040767277e-23,3.0609945840010803e-23,1,164
2.234781111298505e-24,1.1606771860738086e-23,5.053129584594209e-24,1,165
1.238094358654732e-24,4.618355130776154e-24,1.2612925241182316e-23,1,166
1.238094358654732e-24,1.5300537850701801e-24,1.9039266099595462e-23,1,167
1.238094358654732e-24,8.852690661491898e-24,2.8496053366730595e-23,1,168
9.365438811141193e-25,4.097155175004472e-24,7.198118853710406e-24,1,169
9.365438811141193e-25,7.073518263376439e-25,2.3295401008071387e-24,1,170
2.787076746719108e-25,4.0638119898549275e-24,5.208048648927774e-25,1,171
5.105205652223853e-27,9.528970961149344e-25,2.4207163148206212e-24,1,172
5.105205652223853e-27,4.893306196512165e-25,1.1390461495649696e-24,1,173
5.105205652223853e-27,4.703692267331574e-25,1.0871618807917308e-25,1,174
5.105205652223853e-27,3.255666299909266e-25,4.633139635411916e-25,1,175
5.105205652223853e-27,1.9577352786477528e-25,1.655799483771064e-26,1,176
5.105205652223853e-27,6.244052467680351e-26,1.0753524378038804e-25,1,177
5.105205652223853e-27,2.669537981245048e-26,2.1400159282120132e-26,1,178
5.105205652223853e-27,9.344206282979348e-26,5.583434882134609e-26,1,179
5.105205652223853e-27,1.9200645660161775e-26,4.546736780050703e-26,1,180
1.1755846678351884e-28,2.1921958069635766e-26,4.7368507130383e-27,1,181
1.1755846678351884e-28,8.465432579698091e-27,7.918882903495253e-28,1,182
1.1755846678351884e-28,2.5424501771676208e-27,2.6543956237794487e-27,1,183
1.1755846678351884e-28,2.5360410406989906e-28,1.7976703209612518e-27,1,184
1.1755846678351884e-28,1.20038433706828e-27,1.550567538553139e-26,1,185
1.1755846678351884e-28,3.290611419747306e-28,5.317719653234574e-29,1,186
1.1755846678351884e-28,4.684014460173154e-29,2.5605325572406355e-28,1,187
1.1755846678351884e-28,3.2717669039265015e-28,2.986949555381354e-27,1,188
1.1755846678351884e-28,3.7434993200872714e-28,1.6259291139488005e-27,1,189
1.1755846678351884e-28,1.632125992058788e-28,2.6555921184139284e-28,1,190
1.1755846678351884e-28,2.451463143178733e-28,7.9970127003567515e-28,1,191
5.873372389169448e-29,6.20830739599873e-29,4.9484258406344523e-29,1,192
2.0771947401785062e-29,6.06642950320976e-29,1.526229175940849e-29,1,193
5.211120070119184e-30,3.501038065015634e-30,1.1234550392133107e-29,1,194
1.5645731206403774e-30,3.1498566731501595e-29,2.2815520922124862e-28,1,195
1.286953703919512e-30,9.509747132079478e-30,7.727115121213191e-30,1,196
1.286953703919512e-30,8.461746805930601e-30,7.416322601106363e-30,1,197
1.286953703919512e-30,1.5782753034571262e-29,5.1582156498145514e-30,1,198
5.034216464529257e-31,8.70846166922799e-30,5.262882541866761e-30,1,199
2.0423387655940834e-31,1.1626837677998296e-30,2.4817676007848742e-30,1,200
2.0423387655940834e-31,8.99339792763702e-31,2.158180373263812e-30,1,201
2.0423387655940834e-31,5.381288029485131e-31,1.410760468267345e-31,1,202
2.0423387655940834e-31,7.333333737612799e-31,2.016618540469249e-30,1,203
2.0423387655940834e-31,3.0126190237664814e-31,9.704144195785074e-31,1,204
1.6457961581379809e-31,7.304487020812326e-31,3.277213266557098e-31,1,205
1.6457961581379809e-31,1.8756637255137022e-31,4.332721871988873e-31,1,206
1.6457961581379809e-31,1.4331603929537785e-31,3.1851063115616743e-32,1,207
1.6457961581379809e-31,6.979225130015096e-32,6.888831569934531e-33,1,208
1.6457961581379809e-31,9.399374606219502e-31,1.915070843143664e-30,1,209
7.515286087266682e-32,1.0547248979345934e-31,1.7686518166617608e-31,1,210
5.375808572561983e-32,1.406781234371548e-31,2.9789534728857094e-31,1,211
5.375808572561983e-32,7.264778151874858e-32,1.0226473659334963e-31,1,212
1.0237194682469783e-33,4.74267575304564e-33,4.879954296120626e-32,1,213
1.0237194682469783e-33,1.0592084379854217e-32,1.6947048952428016e-31,1,214
1.0237194682469783e-33,1.3776921149594605e-31,2.7020792223639e-31,1,215
1.0237194682469783e-33,3.505655098980892e-33,5.201376130204874e-32,1,216
1.0237194682469783e-33,7.337375211586843e-33,2.172642513311511e-32,1,217
1.0237194682469783e-33,3.366262355606268e-33,5.881580847152792e-32,1,218
1.0237194682469783e-33,1.5604657523865027e-33,5.532287022137899e-33,1,219
1.0237194682469783e-33,1.4437323883275573e-32,2.53945775317716e-32,1,220
4.066310624693223e-34,3.485484638028844e-33,6.249083658506495e-33,1,221
4.066310624693223e-34,7.508516822385766e-34,3.441919636713126e-34,1,222
1.1023535676600145e-34,2.468160825546843e-33,2.0996352871260202e-33,1,223
1.1023535676600145e-34,3.256516647505992e-34,5.844782301400841e-34,1,224
1.1023535676600145e-34,2.070586518189614e-34,6.416103935056881e-34,1,225
1.1023535676600145e-34,2.1815446861718824e-34,1.941803728625397e-34,1,226
1.1023535676600145e-34,8.422905893995186e-34,1.198457679254466e-33,1,227
1.1023535676600145e-34,5.134108521510339e-34,8.29295353572416e-34,1,228
8.082690721366257e-35,2.264146946786031e-35,5.290484599889543e-35,1,229
8.082690721366257e-35,1.321915260611802e-34,7.0101784281866555e-34,1,230
8.082690721366257e-35,3.021483113367126e-36,3.4625916495729214e-35,1,231
8.082690721366257e-35,4.904579095418066e-34,3.6130060562512238e-34,1,232
2.5877639937855926e-35,4.3380301305587544e-36,1.1396522048852416e-35,1,233
2.454114376393382e-35,2.1223792106357498e-35,2.24140956865887e-35,1,234
8.315262830463855e-36,3.0009250481455226e-35,2.8358346737339693e-35,1,235
8.315262830463855e-36,4.620794615724487e-36,2.5772229851010196e-35,1,236
8.315262830463855e-36,4.652325947922384e-35,1.46779697384819e-34,1,237
8.315262830463855e-36,3.9229249963124034e-35,7.286535249619942e-35,1,238
1.541819319592204e-36,1.8472447145982398e-35,5.318119778052171e-35,1,239
1.541819319592204e-36,3.0336217511571886e-36,1.543794161252942e-35,1,240
1.541819319592204e-36,9.525714602234045e-36,6.32885221706178e-36,1,241
1.541819319592204e-36,6.48623184547509e-36,1.4968904051529818e-35,1,242
1.5299115516065574e-36,3.720333544693658e-36,2.798486423319754e-36,1,243
1.4412552022353636e-36,8.041897158097646e-37,6.552567840052698e-37,1,244
1.4412552022353636e-36,9.969008825149374e-37,6.474989502118833e-36,1,245
1.7265891276694033e-37,2.3678976161256392e-36,1.8267471665758353e-36,1,246
1.5246986072287675e-37,1.2994508788098948e-37,4.212927871579171e-37,1,247
1.5246986072287675e-37,2.8143006648864706e-37,2.752328567814144e-37,1,248
1.5246986072287675e-37,2.9131730422799915e-37,3.88262064008931e-37,1,249
1.1158117221397078e-37,1.3158162961397252e-36,1.5208451378508415e-36,1,250
1.1158117221397078e-37,1.3554386985906211e-37,6.0603165510520975e-37,1,251
2.750838854014925e-38,3.3898721718449636e-37,6.0117966026721166e-37,1,252
2.2709972916285266e-38,1.379102683500487e-37,5.570313394304707e-38,1,253
2.2709972916285266e-38,1.3865226522045358e-38,5.533218378474103e-38,1,254
2.2709972916285266e-38,1.5819925404257799e-37,3.686509472692773e-37,1,255
2.2709972916285266e-38,2.23800097707644e-37,3.5415776890130897e-37,1,256
9.591188743912712e-39,6.71393617443079e-38,6.917995179319236e-38,1,257
9.591188743912712e-39,1.343774140277399e-38,3.802828068623529e-38,1,258
9.591188743912712e-39,4.988245358206936e-38,8.825272135474098e-39,1,259
5.605877043464914e-40,1.010971703210669e-38,5.231860780909003e-39,1,260
5.605877043464914e-40,1.8506070640253697e-39,3.255829497364454e-39,1,261
5.605877043464914e-40,6.544243571364991e-40,9.333482224088929e-40,1,262
5.605877043464914e-40,2.6228002350950578e-39,1.4515610053852773e-39,1,263
5.605877043464914e-40,1.275364089136626e-39,2.281574368563985e-40,1,264
5.605877043464914e-40,1.5276298993835977e-39,1.149439728020783e-40,1,265
5.605877043464914e-40,2.1439753031311e-40,3.980716426785739e-40,1,266
4.045145935976235e-40,4.445064589507933e-39,1.83038732485588e-39,1,267
4.045145935976235e-40,1.1978253304643372e-39,1.3094968792860291e-39,1,268
2.3149425831088855e-40,5.048429694001662e-40,3.704938631339621e-39,1,269
1.3474858505239937e-40,5.486934182534471e-40,1.3004882815418071e-39,1,270
1.3474858505239937e-40,4.208972423918498e-40,4.9373683313347565e-40,1,271
1.3474858505239937e-40,8.1200656980998e-40,6.100195943320123e-40,1,272
7.712911483105259e-41,3.8719833909858e-40,2.238517776906679e-40,1,273
1.3180144466638848e-41,1.8318322886649928e-40,2.499368847546583e-40,1,274
1.3180144466638848e-41,3.790010086544799e-41,2.386269090936414e-40,1,275
1.3180144466638848e-41,7.717824328569612e-41,2.162214850284231e-40,1,276
1.3180144466638848e-41,2.6811996690806006e-41,1.7567015981664868e-42,1,277
2.8879457011580207e-42,5.230373580903636e-41,7.366934320288854e-42,1,278
2.8879457011580207e-42,1.1938438081901272e-41,1.0492546489052193e-41,1,279
1.2711158658186167e-42,7.549391014837257e-43,3.565543566452627e-42,1,280
1.8991364759562743e-43,4.1757933200290546e-42,2.0505065985312176e-41,1,281
1.8991364759562743e-43,2.1067791490390657e-42,3.222121091133945e-42,1,282
1.8991364759562743e-43,7.017107134813823e-43,2.1934570201329516e-42,1,283
1.2940113467467215e-43,1.2858373747858334e-43,1.23757672678772e-43,1,284
1.1873637460651925e-43,1.0901770944727361e-43,1.5593046489133089e-43,1,285
1.1873637460651925e-43,8.579792350327853e-44,2.6435239404637055e-44,1,286
5.723017980157988e-44,2.523220696686243e-43,1.419117132910392e-43,1,287
5.723017980157988e-44,7.999780836959337e-44,4.7417441796933165e-43,1,288
2.1489592340634773e-44,1.0284072091839774e-43,6.046494507988592e-44,1,289
9.162637415101868e-45,1.9283698398132778e-45,3.3555947615971556e-45,1,290
4.24203719735445e-45,1.0700797276095727e-44,1.9072420953992893e-45,1,291
4.24203719735445e-45,1.4989574428335064e-44,1.2142277905393856e-44,1,292
2.5242898020783684e-45,1.558052879191235e-44,2.5480664947033393e-44,1,293
2.5242898020783684e-45,4.0943449713214366e-45,1.5460881915170583e-44,1,294
6.24459608245792e-46,3.1522693056259733e-47,2.3821178337236533e-46,1,295
3.527929733711435e-46,1.8024917157092194e-45,3.5845186851445547e-45,1,296
3.527929733711435e-46,7.994927433918524e-46,1.8778156474193093e-47,1,297
3.527929733711435e-46,2.2948852270715168e-45,8.444483601198526e-45,1,298
3.527929733711435e-46,6.502778943085152e-46,1.3843226409393304e-45,1,299
2.2205657329217476e-46,8.319643597789961e-46,8.245519029141e-46,1,300
1.7417376328273754e-46,1.865301846993619e-46,5.537112168155128e-46,1,301
1.7417376328273754e-46,7.446152456634117e-47,3.601828899921127e-46,1,302
1.7417376328273754e-46,3.2989598945009576e-46,1.88885442337575e-46,1,303
1.7417376328273754e-46,5.794509112512004e-46,7.8453240566993e-46,1,304
9.703146095724575e-49,4.655030957457611e-47,8.83014726696643e-48,1,305
9.703146095724575e-49,2.158400994599632e-47,2.9119518317278565e-47,1,306
9.703146095724575e-49,3.4886263965023986e-47,1.0620200241794702e-46,1,307
9.703146095724575e-49,1.750519314581437e-47,4.416463149641979e-47,1,308
9.703146095724575e-49,2.6505575351570555e-47,1.1549690913170597e-46,1,309
9.703146095724575e-49,1.1614145836844677e-47,3.043611799836894e-48,1,310
9.703146095724575e-49,1.269229396049254e-48,1.0684833722688664e-47,1,311
1.383460521790287e-49,1.2607671184921647e-47,5.884558000920638e-48,1,312
1.383460521790287e-49,3.4637959886788316e-48,3.587488960898738e-48,1,313
1.383460521790287e-49,1.5036014895683565e-48,1.4959559199166407e-49,1,314
1.383460521790287e-49,1.5720070125555428e-48,6.02931296333579e-49,1,315
3.913696752306417e-50,7.786854443412406e-50,8.694430871773189e-50,1,316
3.913696752306417e-50,5.409641488088242e-49,9.411661111053248e-50,1,317
3.913696752306417e-50,1.2226287172461513e-50,3.617457904988536e-49,1,318
5.3083364104452156e-51,5.922894959807191e-50,3.7845382166009844e-51,1,319
5.3083364104452156e-51,5.322960116202351e-50,1.348373747844567e-49,1,320
5.3083364104452156e-51,7.918974531716339e-50,2.7171516399627917e-49,1,321
5.3083364104452156e-51,4.7147607090998366e-51,3.4951491343288233e-50,1,322
2.911123666529879e-51,4.1208888271985334e-51,4.742545000013617e-51,1,323
2.911123666529879e-51,6.880998423768821e-51,1.878189880141655e-50,1,324
1.0327954279331677e-51,2.7086141957615946e-51,7.640980662017035e-51,1,325
1.0327954279331677e-51,3.778532051092228e-51,5.442636326698215e-51,1,326
6.821608248426017e-53,1.5422596112841586e-51,2.1709524165492837e-51,1,327
6.821608248426017e-53,8.490866430995093e-52,4.0040746683147694e-51,1,328
6.821608248426017e-53,1.9089242060684387e-51,5.36792467518758e-51,1,329
6.821608248426017e-53,3.2920750457868316e-52,1.1438970971683498e-51,1,330
6.821608248426017e-53,2.0760429477465646e-51,5.6905151291881894e-52,1,331
6.821608248426017e-53,3.136032503308323e-52,2.9114876375765284e-51,1,332
3.51672057411714e-53,7.836928444999524e-53,2.4678903424456028e-52,1,333
3.51672057411714e-53,2.098281198976849e-52,3.238547105558645e-53,1,334
2.1504024184810548e-53,4.364830830791994e-52,3.455286481010318e-52,1,335
2.1504024184810548e-53,2.00468569352107e-52,5.126344297388207e-52,1,336
2.1504024184810548e-53,1.281854987614745e-52,7.774540223423491e-54,1,337
2.1504024184810548e-53,8.071099121435407e-53,1.2921698569702787e-54,1,338
2.1504024184810548e-53,2.746624274953305e-53,1.3913613014659793e-52,1,339
2.1504024184810548e-53,6.995863940169568e-53,1.9516003511091145e-52,1,340
3.549415963905011e-54,7.177850971375038e-53,1.06620150261e-52,1,341
3.549415963905011e-54,3.5789031424465382e-53,9.54953228142318e-53,1,342
7.239008642618042e-55,1.2718625101123545e-54,1.0700965883154765e-54,1,343
7.239008642618042e-55,2.7896545625194775e-54,3.2486245749747626e-54,1,344
7.239008642618042e-55,4.61057263179784e-54,4.28403679961698e-54,1,345
7.239008642618042e-55,1.3955393264156715e-53,9.686597316459181e-54,1,346
7.239008642618042e-55,6.328121365047099e-54,8.518942292848532e-54,1,347
7.239008642618042e-55,5.0512124657899733e-54,1.826269871976711e-54,1,348
7.239008642618042e-55,2.897876614497284e-54,1.1314029982543512e-55,1,349
7.239008642618042e-55,1.997922244225744e-54,1.6703320409374155e-54,1,350
7.239008642618042e-55,4.141886589837969e-54,2.5053237267455097e-54,1,351
7.239008642618042e-55,3.0326627951241783e-55,1.8676131681293925e-54,1,352
8.359484080388751e-56,8.708804792073578e-56,9.980620932479442e-55,1,353
8.359484080388751e-56,1.5967196710978226e-55,1.1151140503913257e-54,1,354
2.190093581158029e-56,2.786922228408194e-55,5.325842932863154e-56,1,355
2.190093581158029e-56,8.855153600555735e-57,6.533114717613072e-56,1,356
2.190093581158029e-56,6.9644573953293105e-56,7.395329612994091e-56,1,357
2.190093581158029e-56,1.4818604879721224e-56,4.679221963448012e-56,1,358
2.190093581158029e-56,6.204992151768241e-57,1.7641592881977384e-55,1,359
1.8515435905672026e-57,6.783729573505062e-57,1.7129455403561233e-56,1,360
1.8515435905672026e-57,2.93758682747454e-57,2.320008301294785e-56,1,361
1.8515435905672026e-57,1.200756507011934e-56,4.430181281116074e-56,1,362
1.8515435905672026e-57,1.4449595360509985e-56,1.339600616237131e-56,1,363
2.614876374364249e-58,8.348309793508758e-57,1.4434256865599589e-58,1,364
2.614876374364249e-58,3.5006900878247426e-57,9.870553820691212e-58,1,365
2.614876374364249e-58,1.2658200892140395e-57,1.9876387591176836e-58,1,366
1.357127958943912e-59,4.048862224937912e-58,1.0513844595825602e-58,1,367
1.357127958943912e-59,1.209219358709665e-58,1.6030072520614066e-57,1,368
1.357127958943912e-59,6.618362197042366e-58,2.1868617563118248e-58,1,369
1.357127958943912e-59,2.2818630433094352e-58,3.216323235017668e-58,1,370
1.357127958943912e-59,6.675819936304402e-59,8.082983654474088e-59,1,371
1.357127958943912e-59,6.04477520075372e-59,4.118185571222785e-59,1,372
1.357127958943912e-59,1.7112571353273384e-59,7.421982595994874e-59,1,373
1.357127958943912e-59,1.7369136267984222e-59,2.1655372221250424e-60,1,374
1.357127958943912e-59,3.46676123277287e-59,9.376570104102434e-59,1,375
6.038030138681764e-60,7.37207863981091e-60,1.9334753929570568e-59,1,376
6.038030138681764e-60,7.650234565485668e-60,1.409628744402468e-59,1,377
5.352745630174499e-60,1.2067046897828996e-60,8.318428427356188e-60,1,378
